"Id","OwnerId","IsDeleted","Name","CurrencyIsoCode","CreatedDate","CreatedById","SBQQ__AppliedImmediatelyContext__c","SBQQ__AppliedImmediately__c","SBQQ__Bundled__c","SBQQ__ComponentCodePosition__c","SBQQ__ComponentCode__c","SBQQ__ComponentDescriptionPosition__c","SBQQ__ComponentDescription__c","SBQQ__ConfiguredSKU__c","SBQQ__DefaultPricingTable__c","SBQQ__DiscountAmount__c","SBQQ__DiscountSchedule__c","SBQQ__Discount__c","SBQQ__DiscountedByPackage__c","SBQQ__ExistingQuantity__c","SBQQ__Feature__c","SBQQ__MaxQuantity__c","SBQQ__MinQuantity__c","SBQQ__Number__c","SBQQ__OptionalSKU__c","SBQQ__PriceEditable__c","SBQQ__ProductCode__c","SBQQ__ProductConfigurationType__c","SBQQ__ProductDescription__c","SBQQ__ProductFamily__c","SBQQ__ProductName__c","SBQQ__ProductQuantityScale__c","SBQQ__QuantityEditable__c","SBQQ__Quantity__c","SBQQ__QuoteLineVisibility__c","SBQQ__Required__c","SBQQ__Selected__c","SBQQ__SubscriptionScope__c","SBQQ__System__c","SBQQ__Type__c","SBQQ__UnitPrice__c","SBQQ__UpliftedByPackage__c","SBQQ__ProductSubscriptionPricing__c","Memory_Config__c","Hide_Option__c","OSKUProduct_Line__c","FeatureName__c","Image__c","UsPerUnit__c","SBQQ__RenewalProductOption__c","Configuration__c","IsServer__c","Engineering_Options__c","Resource_Location__c","Assumptions_Comments_PM__c","Assumptions_Comments_ER__c","Assumptions_Comments_SA__c","Role__c","Role_Description__c","Cable_Length__c","Deployment__c","Number_of_Areas__c","Area__c","Percent_of_Total__c","Number_of_Sections_and_Subsections__c","Number_of__c"
"a0b1N00000CoL9wQAF","0051N000006oaopQAA","false","PO-000377","USD","2018-12-12T04:44:51.000Z","0051N000006oaopQAA",,"false","false",,,,,"01t1N00000EURLrQAP",,,,,"false",,"a0a1N0000085v44QAA","8.0","1.0","210.0","01t1N00000EURLTQA5","No","MEM 8GB","Disabled","8GB RDIMM, 2133MT/s, Dual Rank, x8 Data Width","Hardware","8GB RDIMM, 2133MT/s",,"true","1.0",,"false","false",,"false","Component",,"false",,,"false",,"Memory Capacity","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4oy&amp;oid=00D41000000emZ2"" alt=""PO-000377"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"8GB RDIMM, 2133MT/s","8GB RDIMM, 2133MT/s, Dual Rank, x8 Data Width",,"Hosted",,,"0%",,
"a0b1N00000CoL9WQAV","0051N000006oaopQAA","false","PO-000354","USD","2018-12-12T04:44:51.000Z","0051N000006oaopQAA",,"false","false","2.0","8GB",,,"01t1N00000EURKyQAP",,,,,"false",,"a0a1N0000085v3YQAQ","8.0","1.0","210.0","01t1N00000EURLTQA5","No","MEM 8GB","Disabled","8GB RDIMM, 2133MT/s, Dual Rank, x8 Data Width","Hardware","8GB RDIMM, 2133MT/s",,"true","1.0",,"false","false",,"false","Component",,"false",,,"false",,"Memory Capacity","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4oy&amp;oid=00D41000000emZ2"" alt=""PO-000354"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"8GB RDIMM, 2133MT/s","8GB RDIMM, 2133MT/s, Dual Rank, x8 Data Width",,,,,"0%",,
"a0b1N00000CoL9xQAF","0051N000006oaopQAA","false","PO-000379","USD","2018-12-12T04:44:51.000Z","0051N000006oaopQAA",,"false","false","3.0","1T",,,"01t1N00000EURLrQAP",,,,,"false",,"a0a1N0000085v45QAA","1.0","0.0","310.0","01t1N00000EURLiQAP","No","HD 1TB","Disabled","Industry-leading rotational vibration tolerance design helps ensure consistent performance in dense multi-drive systems","Hardware","1TB 7.2k RPM NLSAS 12Gps 3.5 in",,"false","1.0",,"false","false",,"false","Component",,"false",,,"false",,"Hard Drive","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4on&amp;oid=00D41000000emZ2"" alt=""PO-000379"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"1TB 7.2k RPM NLSAS 12Gps 3.5 in","Industry-leading rotational vibration tolerance design helps ensure consistent performance in dense multi-drive systems",,"Hosted",,,"0%",,
"a0b1N00000CoL9XQAV","0051N000006oaopQAA","false","PO-000355","USD","2018-12-12T04:44:51.000Z","0051N000006oaopQAA",,"false","false","1.0","2609",,,"01t1N00000EURKyQAP",,,,,"false",,"a0a1N0000085v3lQAA","1.0","1.0","120.0","01t1N00000EURLUQA5","No","INTEL E5-2609","Disabled","Designed for software defined infrastructure supercharged for efficiency, performance, and agile services delivery across cloud-native and traditional applications.","Hardware","Intel Xeon E5-2609 v4 1.7GHz,20M Cache,6.4GT/s QPI,Turbo,HT 8C/8T (85W)",,"false","1.0",,"false","false",,"false","Component",,"false",,,"false",,"Processor","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4oo&amp;oid=00D41000000emZ2"" alt=""PO-000355"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Intel Xeon E5-2609 v4 1.7GHz,20M Cache,6.4GT/s QPI,Turbo,HT 8C/8T (85W)","Designed for software defined infrastructure supercharged for efficiency, performance, and agile services delivery across cloud-native and traditional applications.",,,,,"0%",,
"a0b1N00000CoL9yQAF","0051N000006oaopQAA","false","PO-000381","USD","2018-12-12T04:44:51.000Z","0051N000006oaopQAA",,"false","false","1.0","2609",,,"01t1N00000EURKqQAP",,,,,"false",,"a0a1N0000085v47QAA","1.0","1.0","120.0","01t1N00000EURLUQA5","No","INTEL E5-2609","Disabled","Designed for software defined infrastructure supercharged for efficiency, performance, and agile services delivery across cloud-native and traditional applications.","Hardware","Intel Xeon E5-2609 v4 1.7GHz,20M Cache,6.4GT/s QPI,Turbo,HT 8C/8T (85W)",,"false","1.0",,"false","false",,"false","Component",,"false",,,"false",,"Processor","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4oo&amp;oid=00D41000000emZ2"" alt=""PO-000381"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Intel Xeon E5-2609 v4 1.7GHz,20M Cache,6.4GT/s QPI,Turbo,HT 8C/8T (85W)","Designed for software defined infrastructure supercharged for efficiency, performance, and agile services delivery across cloud-native and traditional applications.",,"Hosted",,,"0%",,
"a0b1N00000CoL9YQAV","0051N000006oaopQAA","false","PO-000357","USD","2018-12-12T04:44:51.000Z","0051N000006oaopQAA",,"false","false","3.0","8TS",,,"01t1N00000EURKyQAP",,,,,"false",,"a0a1N0000085v3mQAA","1.0","0.0","340.0","01t1N00000EURLVQA5","No","HD 8TBSE","Disabled","Performing like any other hard drive, with the encryption being completely transparent or invisible to the user.","Hardware","8TB 7.2k RPM Self-Encrypting NLSAS 12Gps 3.5 in",,"false","1.0",,"false","false",,"false","Component",,"false",,,"false",,"Hard Drive","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4on&amp;oid=00D41000000emZ2"" alt=""PO-000357"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"8TB 7.2k RPM Self-Encrypting NLSAS 12Gps 3.5 in","Performing like any other hard drive, with the encryption being completely transparent or invisible to the user.",,,,,"0%",,
"a0b1N00000CoL9zQAF","0051N000006oaopQAA","false","PO-000227","USD","2018-12-12T04:44:51.000Z","0051N000006oaopQAA",,"false","false","2.0","8GB",,,"01t1N00000EURKqQAP",,,,,"false",,"a0a1N0000085v48QAA","8.0","1.0","210.0","01t1N00000EURLTQA5","No","MEM 8GB","Disabled","8GB RDIMM, 2133MT/s, Dual Rank, x8 Data Width","Hardware","8GB RDIMM, 2133MT/s",,"true","1.0",,"false","false",,"false","Component",,"false",,,"false",,"Memory Capacity","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4oy&amp;oid=00D41000000emZ2"" alt=""PO-000227"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"8GB RDIMM, 2133MT/s","8GB RDIMM, 2133MT/s, Dual Rank, x8 Data Width",,"Hosted",,,"0%",,
"a0b1N00000CoL9ZQAV","0051N000006oaopQAA","false","PO-000359","USD","2018-12-12T04:44:51.000Z","0051N000006oaopQAA","On Selection","true","false",,,,,"01t1N00000EURKvQAP",,,,,"false",,"a0a1N0000085v3eQAA",,,"370.0","01t1N00000EURLWQA5","No","PDU-2028","Disabled","Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.","Hardware","Rack PDU 14.4kW, 208V, 3 phase CS8365 input C13 output",,"true","1.0","Always","false","false",,"false","Component",,"false",,,"false",,"Power Distribution Units","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4p0&amp;oid=00D41000000emZ2&amp;lastMod=1478804179000"" alt=""PO-000359"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Rack PDU 14.4kW, 208V, 3 phase CS8365 input C13 output","Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.",,,,,"0%",,
"a0b1N00000CoLA0QAN","0051N000006oaopQAA","false","PO-000229","USD","2018-12-12T04:44:51.000Z","0051N000006oaopQAA",,"false","false","3.0","8T",,,"01t1N00000EURKqQAP",,,,,"false",,"a0a1N0000085v49QAA","1.0","0.0","330.0","01t1N00000EURLJQA5","No","HD 8TB","Disabled","Industry-leading rotational vibration tolerance design helps ensure consistent performance in dense multi-drive systems","Hardware","8TB 7.2k RPM NLSAS 12Gps 3.5 in",,"false","1.0",,"false","false",,"false","Component",,"false",,,"false",,"Hard Drive","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4on&amp;oid=00D41000000emZ2"" alt=""PO-000229"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"8TB 7.2k RPM NLSAS 12Gps 3.5 in","Industry-leading rotational vibration tolerance design helps ensure consistent performance in dense multi-drive systems",,"Hosted",,,"0%",,
"a0b1N00000CoLA1QAN","0051N000006oaopQAA","false","PO-000246","USD","2018-12-12T04:44:51.000Z","0051N000006oaopQAA",,"false","false",,,,,"01t1N00000EURLpQAP",,,,,"false",,"a0a1N0000085v3uQAA",,,"320.0","01t1N00000EURMHQA5","No","S-TE-UTP",,"Online Time and Expense training for end users includes education and certification modules. Annual Subscription.","Services","T&E Training Portal for End Users",,"false","1.0",,"false","false",,"false","Component",,"false","Fixed Price","Performance Optimized","false",,"Training","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4p8&amp;oid=00D41000000emZ2&amp;lastMod=1478804179000"" alt=""PO-000246"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"T&E Training Portal for End Users","Online Time and Expense training for end users includes education and certification modules. Annual Subscription.",,,,,"0%",,
"a0b1N00000CoLA2QAN","0051N000006oaopQAA","false","PO-000235","USD","2018-12-12T04:44:51.000Z","0051N000006oaopQAA",,"false","false",,,,,"01t1N00000EURLpQAP",,,,,"false",,"a0a1N0000085v3sQAA",,,"110.0","01t1N00000EURLsQAP","No","S-TE-ADM",,"Subscription for one (1) Time and Expense Administrator.","Software","T&E Suite Admin License",,"true","1.0",,"false","true",,"false","Related Product",,"false","Fixed Price","Performance Optimized","false","License","Licenses","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4p7&amp;oid=00D41000000emZ2&amp;lastMod=1478804179000"" alt=""PO-000235"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"T&E Suite Admin License","Subscription for one (1) Time and Expense Administrator.",,,,,"0%",,
"a0b1N00000CoLA3QAN","0051N000006oaopQAA","false","PO-000240","USD","2018-12-12T04:44:51.000Z","0051N000006oaopQAA",,"false","false",,,,,"01t1N00000EURLpQAP",,,,,"false",,"a0a1N0000085v3sQAA",,"10.0","120.0","01t1N00000EURLmQAP","No","S-TE-USER",,"Subscription for one (1) Time and Expense user.","Software","T&E Suite Time and Expense User License",,"true","350.0",,"true","true",,"false","Related Product",,"false","Fixed Price","Performance Optimized","false","License","Licenses","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4p3&amp;oid=00D41000000emZ2&amp;lastMod=1478804179000"" alt=""PO-000240"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"T&E Suite Time and Expense User License","Subscription for one (1) Time and Expense user.",,,,,"0%",,
"a0b1N00000CoLA4QAN","0051N000006oaopQAA","false","PO-000231","USD","2018-12-12T04:44:51.000Z","0051N000006oaopQAA",,"false","false",,,,,"01t1N00000EURKvQAP",,,,,"false",,"a0a1N0000085v3oQAA","1.0","0.0","810.0","01t1N00000EURMCQA5","No","CONFIG NOSW","Disabled",,"None","No Operating System",,"false","1.0",,"false","true",,"false","Component",,"false",,,"false","Operating System","Operating System","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4ou&amp;oid=00D41000000emZ2&amp;lastMod=1478804179000"" alt=""PO-000231"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"No Operating System",,,,,,"0%",,
"a0b1N00000CoLA5QAN","0051N000006oaopQAA","false","PO-000233","USD","2018-12-12T04:44:51.000Z","0051N000006oaopQAA",,"false","false",,,,,"01t1N00000EURKvQAP",,,,,"false",,"a0a1N0000085v3rQAA",,,"1210.0","01t1N00000EURLkQAP","No","SUPP-1000","Disabled","System maintenance, administration, and configuration performed by a certified technician. 15% of hardware.","Services","Silver Hardware Maintenance",,"false","1.0","Always","false","true","Both","false","Accessory",,"false","Percent Of Total",,"false",,"Hardware Support","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4pK&amp;oid=00D41000000emZ2&amp;lastMod=1478804179000"" alt=""PO-000233"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Silver Hardware Maintenance","System maintenance, administration, and configuration performed by a certified technician. 15% of hardware.",,,,,"15%",,
"a0b1N00000CoLA6QAN","0051N000006oaopQAA","false","PO-000238","USD","2018-12-12T04:44:51.000Z","0051N000006oaopQAA",,"false","false",,,,,"01t1N00000EURLpQAP",,,,,"false",,"a0a1N0000085v3vQAA",,,"430.0","01t1N00000EURLOQA5","Yes","SV-SOW",,"Implementation managed by in-house professional services with an agreed upon scope of work.","Services","Professional Services Scope of Work",,"false","1.0",,"false","false",,"false","Component",,"false",,"Performance Optimized","false",,"Services","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4pU&amp;oid=00D41000000emZ2&amp;lastMod=1478804180000"" alt=""PO-000238"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Professional Services Scope of Work","Implementation managed by in-house professional services with an agreed upon scope of work.",,,,,"0%",,
"a0b1N00000CoLA7QAN","0051N000006oaopQAA","false","PO-000242","USD","2018-12-12T04:44:51.000Z","0051N000006oaopQAA","On Selection","true","false",,,,,"01t1N00000EURLpQAP",,,,,"false",,"a0a1N0000085v3sQAA",,,"130.0","01t1N00000EURLoQAP","No","S-TE-FR",,"Subscription for one (1) Finance and Reporting user.","Software","T&E Suite Finance and Reporting License",,"true","10.0",,"false","false",,"false","Related Product",,"false","Fixed Price","Performance Optimized","false","License","Licenses","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4p5&amp;oid=00D41000000emZ2&amp;lastMod=1478804179000"" alt=""PO-000242"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"T&E Suite Finance and Reporting License","Subscription for one (1) Finance and Reporting user.",,,,,"0%",,
"a0b1N00000CoLA8QAN","0051N000006oaopQAA","false","PO-000248","USD","2018-12-12T04:44:51.000Z","0051N000006oaopQAA",,"false","false",,,,,"01t1N00000EURKvQAP",,,,,"false",,"a0a1N0000085v42QAA",,,"1010.0","01t1N00000EURLlQAP","No","SUPP-2000","Disabled","Upgrade, Bug Fixes, and Patched for Perpetual Licenses.
Early Access to BETA Releases. Upgrade and Patch Assistance. 20% of Licensing","Services","Software Maintenance",,"false","1.0","Always","false","false","Both","false","Accessory",,"false","Percent Of Total",,"false",,"Software Support","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4pK&amp;oid=00D41000000emZ2&amp;lastMod=1478804179000"" alt=""PO-000248"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Software Maintenance","Upgrade, Bug Fixes, and Patched for Perpetual Licenses.
Early Access to BETA Releases. Upgrade and Patch Assistance. 20% of Licensing",,,,,"20%",,
"a0b1N00000CoLA9QAN","0051N000006oaopQAA","false","PO-000250","USD","2018-12-12T04:44:51.000Z","0051N000006oaopQAA",,"false","false",,,,,"01t1N00000EURKvQAP",,,,,"false",,"a0a1N0000085v3rQAA",,,"1220.0","01t1N00000EURLnQAP","No","SUPP-1005","Disabled","System maintenance, administration, and configuration performed by a certified technician. Also includes 24x7 phone service and monthly on-site check-ups. 20% of hardware.","Services","Gold Hardware Maintenance",,"false","1.0","Always","false","false","Both","false","Accessory",,"false","Percent Of Total",,"false",,"Hardware Support","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4pK&amp;oid=00D41000000emZ2&amp;lastMod=1478804179000"" alt=""PO-000250"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,"Onsite",,,,"Gold Hardware Maintenance","System maintenance, administration, and configuration performed by a certified technician. Also includes 24x7 phone service and monthly on-site check-ups. 20% of hardware.",,,,,"20%",,
"a0b1N00000CoLAAQA3","0051N000006oaopQAA","false","PO-000252","USD","2018-12-12T04:44:51.000Z","0051N000006oaopQAA",,"false","false",,,,,"01t1N00000EURLpQAP",,,,,"false",,"a0a1N0000085v3tQAA","5.0",,"220.0","01t1N00000EURLqQAP","No","S-TE-PAY","Disabled","Automatically Reimburse from Credit Card, ACH, or Wire Sources to ACH Accounts. Blocks of 1000 Expense Reports.","Software","Expense Reimbursement Block",,"true","1.0",,"false","true",,"false","Accessory",,"false","Fixed Price","Performance Optimized","false",,"Add-Ons","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4ok&amp;oid=00D41000000emZ2&amp;lastMod=1478804179000"" alt=""PO-000252"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Expense Reimbursement Block","Automatically Reimburse from Credit Card, ACH, or Wire Sources to ACH Accounts. Blocks of 1000 Expense Reports.",,,,,"0%",,
"a0b1N00000CoLAaQAN","0051N000006oaopQAA","false","PO-000273","USD","2018-12-12T04:44:51.000Z","0051N000006oaopQAA",,"false","false",,,,,"01t1N00000EURKoQAP",,,,,"false",,"a0a1N0000085v41QAA",,,"710.0","01t1N00000EURLNQA5","No","SV-QSE",,"Basic Consulting package for implementation managed by 3rd party SI/Partner on Fixed Fee basis.","Services","Quick Start Enablement",,"false","1.0",,"false","false",,"false","Component",,"false",,"Performance Optimized","false",,"Services","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4ox&amp;oid=00D41000000emZ2&amp;lastMod=1478804179000"" alt=""PO-000273"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Quick Start Enablement","Basic Consulting package for implementation managed by 3rd party SI/Partner on Fixed Fee basis.",,,,,"0%",,
"a0b1N00000CoLABQA3","0051N000006oaopQAA","false","PO-000226","USD","2018-12-12T04:44:51.000Z","0051N000006oaopQAA",,"false","false","3.0","1T",,,"01t1N00000EURKyQAP",,,,,"false",,"a0a1N0000085v3mQAA","1.0","0.0","310.0","01t1N00000EURLiQAP","No","HD 1TB","Disabled","Industry-leading rotational vibration tolerance design helps ensure consistent performance in dense multi-drive systems","Hardware","1TB 7.2k RPM NLSAS 12Gps 3.5 in",,"false","1.0",,"false","false",,"false","Component",,"false",,,"false",,"Hard Drive","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4on&amp;oid=00D41000000emZ2"" alt=""PO-000226"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"1TB 7.2k RPM NLSAS 12Gps 3.5 in","Industry-leading rotational vibration tolerance design helps ensure consistent performance in dense multi-drive systems",,,,,"0%",,
"a0b1N00000CoLAbQAN","0051N000006oaopQAA","false","PO-000275","USD","2018-12-12T04:44:51.000Z","0051N000006oaopQAA",,"false","false",,,,,"01t1N00000EURKoQAP",,,,,"false",,"a0a1N0000085v41QAA",,,"730.0","01t1N00000EURLOQA5","Yes","SV-SOW",,"Implementation managed by in-house professional services with an agreed upon scope of work.","Services","Professional Services Scope of Work",,"false","1.0",,"false","false",,"false","Component",,"false",,"Performance Optimized","false",,"Services","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4pU&amp;oid=00D41000000emZ2&amp;lastMod=1478804180000"" alt=""PO-000275"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Professional Services Scope of Work","Implementation managed by in-house professional services with an agreed upon scope of work.",,,,,"0%",,
"a0b1N00000CoLACQA3","0051N000006oaopQAA","false","PO-000228","USD","2018-12-12T04:44:51.000Z","0051N000006oaopQAA",,"false","false","4.0","DA",,,"01t1N00000EURKyQAP",,,,,"false",,"a0a1N0000085v3nQAA","1.0","0.0","410.0","01t1N00000EURMBQA5","No","NET X710","Disabled","Delivers superior performance with a theretical thoughtput of 80 Gb/s bidirectional thoughput.","Hardware","Intel X710 Dual Port 10Gb Direct Attach",,"false","1.0",,"false","false",,"false","Component",,"false",,,"false",,"Network Adapter","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4ot&amp;oid=00D41000000emZ2"" alt=""PO-000228"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Intel X710 Dual Port 10Gb Direct Attach","Delivers superior performance with a theretical thoughtput of 80 Gb/s bidirectional thoughput.",,,,,"0%",,
"a0b1N00000CoLAcQAN","0051N000006oaopQAA","false","PO-000276","USD","2018-12-12T04:44:51.000Z","0051N000006oaopQAA",,"false","false","1.0",,,,"01t1N00000EURLrQAP",,,,,"false",,"a0a1N0000085v43QAA","1.0","1.0","130.0","01t1N00000EURMWQA5","No","INTEL E5-2660","Disabled","Designed for software defined infrastructure supercharged for efficiency, performance, and agile services delivery across cloud-native and traditional applications.","Hardware","Intel Xeon E5-2660 v4 2.0GHz,35M Cache,9.60GT/s QPI,Turbo,HT,14C/28T (105W)",,"false","1.0",,"false","false",,"false","Component",,"false",,,"false",,"Processor","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4oo&amp;oid=00D41000000emZ2"" alt=""PO-000276"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Intel Xeon E5-2660 v4 2.0GHz,35M Cache,9.60GT/s QPI,Turbo,HT,14C/28T (105W)","Designed for software defined infrastructure supercharged for efficiency, performance, and agile services delivery across cloud-native and traditional applications.",,"Hosted",,,"0%",,
"a0b1N00000CoLADQA3","0051N000006oaopQAA","false","PO-000230","USD","2018-12-12T04:44:51.000Z","0051N000006oaopQAA",,"false","false",,,,,"01t1N00000EURKoQAP",,,,,"false",,"a0a1N0000085v3wQAA","5.0",,"220.0","01t1N00000EURLqQAP","No","S-TE-PAY","Disabled","Automatically Reimburse from Credit Card, ACH, or Wire Sources to ACH Accounts. Blocks of 1000 Expense Reports.","Software","Expense Reimbursement Block",,"true","1.0",,"false","true",,"false","Component",,"false","Fixed Price","Performance Optimized","false",,"Add-Ons","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4ok&amp;oid=00D41000000emZ2&amp;lastMod=1478804179000"" alt=""PO-000230"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Expense Reimbursement Block","Automatically Reimburse from Credit Card, ACH, or Wire Sources to ACH Accounts. Blocks of 1000 Expense Reports.",,,,,"0%",,
"a0b1N00000CoLAdQAN","0051N000006oaopQAA","false","PO-000278","USD","2018-12-12T04:44:51.000Z","0051N000006oaopQAA",,"false","false","1.0",,,,"01t1N00000EURLrQAP",,,,,"false",,"a0a1N0000085v43QAA","1.0","1.0","140.0","01t1N00000EURLIQA5","No","INTEL E5-2683","Disabled","Designed for software defined infrastructure supercharged for efficiency, performance, and agile services delivery across cloud-native and traditional applications.","Hardware","Intel Xeon E5-2683 v4 2.1GHz,40M Cache,9.60GT/s QPI,Turbo,HT,16C/32T (120W)",,"false","1.0",,"false","false",,"false","Component",,"false",,,"false",,"Processor","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4oo&amp;oid=00D41000000emZ2"" alt=""PO-000278"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Intel Xeon E5-2683 v4 2.1GHz,40M Cache,9.60GT/s QPI,Turbo,HT,16C/32T (120W)","Designed for software defined infrastructure supercharged for efficiency, performance, and agile services delivery across cloud-native and traditional applications.",,"Hosted",,,"0%",,
"a0b1N00000CoLAEQA3","0051N000006oaopQAA","false","PO-000232","USD","2018-12-12T04:44:51.000Z","0051N000006oaopQAA",,"false","false",,,,,"01t1N00000EURKoQAP",,,,,"false",,"a0a1N0000085v3yQAA",,,"420.0","01t1N00000EURLfQAP","No","H-SVR-LENO","Required","The Lenovo ThinkServer tower servers provide the performance, reliability and easy-to-use tools to power your file/print and point-of-sale workloads.","Hardware","Lenovo ThinkServer",,"true","1.0",,"false","false",,"false","Related Product",,"false",,"Performance Optimized","false",,"Hardware","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4or&amp;oid=00D41000000emZ2&amp;lastMod=1478804179000"" alt=""PO-000232"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Lenovo ThinkServer","The Lenovo ThinkServer tower servers provide the performance, reliability and easy-to-use tools to power your file/print and point-of-sale workloads.",,,,,"0%",,
"a0b1N00000CoLAeQAN","0051N000006oaopQAA","false","PO-000280","USD","2018-12-12T04:44:51.000Z","0051N000006oaopQAA",,"false","false","2.0","32GB",,,"01t1N00000EURLrQAP",,,,,"false",,"a0a1N0000085v44QAA","8.0","1.0","230.0","01t1N00000EURKuQAP","No","MEM 32GB","Disabled","32GB RDIMM, 2133 MT/s, Low Volt, Dual Rank, x4 Data Width","Hardware","32GB RDIMM, 2133MT/s",,"true","1.0",,"false","false",,"false","Component",,"false",,,"false",,"Memory Capacity","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4oy&amp;oid=00D41000000emZ2"" alt=""PO-000280"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"32GB RDIMM, 2133MT/s","32GB RDIMM, 2133 MT/s, Low Volt, Dual Rank, x4 Data Width",,"Hosted",,,"0%",,
"a0b1N00000CoLAFQA3","0051N000006oaopQAA","false","PO-000234","USD","2018-12-12T04:44:51.000Z","0051N000006oaopQAA",,"false","false",,,,,"01t1N00000EURKoQAP",,,,,"false",,"a0a1N0000085v3zQAA",,,"510.0","01t1N00000EURMdQAP","No","S-TE-MAINT",,"Upgrade, Bug Fixes, and Patches for Perpetual Licenses. 15% of Licensing","Services","Annual Maintenance",,"false","1.0",,"false","true","Both","false","Component",,"false","Percent Of Total","Performance Optimized","false",,"Maintenance","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4of&amp;oid=00D41000000emZ2"" alt=""PO-000234"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Annual Maintenance","Upgrade, Bug Fixes, and Patches for Perpetual Licenses. 15% of Licensing",,,,,"15%",,
